market_id,side,title,best_bid,spread,total_liquidity,volume_24h,depth_imbalance,liquidity_concentration,book_depth_levels,has_bonus_points,filled
34,NO,synthetic-market-34,0.22316192958677955,0.001566423843162373,5274.391349136927,8583.225702338501,0.2324086496459548,0.5388950598996536,4.0,1.0,1
35,NO,synthetic-market-35,0.6728289087936552,0.012744941925212014,15806.574660795532,3677.1141992015982,0.2852173145706447,0.6808394547686587,11.0,0.0,0
36,YES,synthetic-market-36,0.23054605158829566,0.0138878014930225,15304.571856286831,1076.926019861649,-1.0,0.7096967465629038,7.0,1.0,0
37,YES,synthetic-market-37,0.382582679541986,0.001,27349.03863674515,1769.2211881903945,0.3756978925947478,0.8072769652413025,18.0,1.0,1
38,NO,synthetic-market-38,0.05336081784686836,0.007800950276809413,3547.780033305883,4339.003171938669,-0.12331793719538467,0.12161714634962806,8.0,1.0,0
39,YES,synthetic-market-39,0.7970429568215709,0.002001851591816485,1489.7089153058205,6090.50688432323,0.042725246902121886,0.8177235476049272,16.0,1.0,1
40,NO,synthetic-market-40,0.18901497295529585,0.011675879456003145,15101.933506995532,12875.930171284674,-0.12766776404366453,0.16774748976997078,13.0,1.0,0
41,NO,synthetic-market-41,0.2908393741074069,0.016427439690838114,6908.889782059748,16602.260595890788,-0.6260116561206257,0.677173248176766,24.0,1.0,0
42,NO,synthetic-market-42,0.8422989385827457,0.010600616373065436,16921.59194105536,10826.99712039801,-0.24238501514741412,0.07996807348200226,22.0,1.0,1
43,NO,synthetic-market-43,0.5088117288815808,0.002776787956094205,4974.905618014728,10791.68335440097,0.29634066981999024,0.21184835334464902,10.0,1.0,0
44,NO,synthetic-market-44,0.8124352217292823,0.001,18310.146283575043,2186.851027142533,0.6378163162420828,0.15796387350305455,24.0,0.0,1
45,NO,synthetic-market-45,0.6257454502482735,0.006985581945964739,12469.31570739457,492.1672382464203,-0.2803150167772921,0.37792318928753477,5.0,1.0,0
46,NO,synthetic-market-46,0.7175938526256713,0.012912603239397535,10808.2282038111,4116.9234472686585,-0.4067871681165935,0.644831203170072,15.0,0.0,0
47,YES,synthetic-market-47,0.1323460445567411,0.003712933308070152,8551.612713245164,2343.980918049444,0.6532930289286454,0.5806899533686861,12.0,0.0,0
48,NO,synthetic-market-48,0.5370294392388398,0.017500643051272437,7611.906261583043,3468.8727411205177,-0.3971561824822509,0.6499898411045277,3.0,0.0,0
49,NO,synthetic-market-49,0.5069950126703149,0.018079304302174456,6350.821081596735,5670.767971741111,0.9331361824778245,0.18833444565573657,13.0,1.0,0
50,YES,synthetic-market-50,0.8342054390235925,0.0025021273203957015,6301.209408014576,1608.9077348740464,0.02279188925475898,0.7735341128599841,24.0,1.0,0
51,YES,synthetic-market-51,0.3751376531127418,0.022378957976953388,14606.385208177162,1912.8249346801574,-0.39753406570352756,0.4603288159910471,3.0,1.0,0
52,YES,synthetic-market-52,0.5883656604864917,0.001,2798.4538821257834,7112.348774088892,0.44295192318671406,0.165029385587717,24.0,1.0,1
53,NO,synthetic-market-53,0.10332647811095326,0.008920074470333975,33165.10837489144,9419.164594900907,0.7620069898280938,0.6182224667490976,11.0,0.0,0
54,YES,synthetic-market-54,0.3988686209996558,0.003331566311191912,4372.687991861131,3453.702899711763,-0.6456364179182327,0.7920765910512358,3.0,0.0,0
55,NO,synthetic-market-55,0.34073271163238594,0.001094921955883431,14529.268549636614,15487.222210279193,0.7015329398633297,0.6315127064331213,13.0,0.0,1
56,YES,synthetic-market-56,0.18517975616340668,0.00866197649374922,4450.335178932734,6091.860859860047,-0.1266323358165548,0.13763490948749196,16.0,1.0,0
57,NO,synthetic-market-57,0.7847042934371681,0.018125894496708057,3746.83740708281,2151.9140613957834,0.6688483033188948,0.411811871448822,15.0,0.0,0
58,YES,synthetic-market-58,0.39150155439528117,0.001265405605522072,45957.192037380875,8543.703589028146,-0.17120899461531625,0.40493023601882044,16.0,1.0,1
59,NO,synthetic-market-59,0.9308730959700994,0.006542502662846334,3497.2098235497992,93632.9528135989,-0.7097369213110508,0.3908328046001464,12.0,0.0,1
60,YES,synthetic-market-60,0.5809925237095492,0.008496414635593173,1205.9966036309934,3369.757086474441,0.22588520026735615,0.6748184947176712,16.0,1.0,1
61,YES,synthetic-market-61,0.5945506284468661,0.001,2240.6238825764044,36900.54770411817,0.4169601442701516,0.45520038847904454,5.0,1.0,1
62,YES,synthetic-market-62,0.6241969227094989,0.0029623622797424996,3467.0149270479305,48586.87250555217,0.9431832863004329,0.7331794861427513,18.0,1.0,1
63,NO,synthetic-market-63,0.6588052194315094,0.0011290832605274305,52612.60653572348,56818.092359329356,0.7756189785130949,0.8843541277660689,10.0,1.0,1
64,YES,synthetic-market-64,0.18570921725153183,0.019356960985769275,6169.860612189244,2781.0492993472694,0.3128589267563665,0.31494874032825604,1.0,1.0,0
65,NO,synthetic-market-65,0.44628212046936877,0.005530433936918401,13741.62380674363,111300.1751328032,-0.1069682843809654,0.0931894991740119,21.0,0.0,1
66,NO,synthetic-market-66,0.26560756564657095,0.001,1633.1077071873815,9426.256280126918,-0.23429323380474754,0.46024650155761376,8.0,1.0,1
67,YES,synthetic-market-67,0.4122484682935834,0.003496243654886195,7243.567544181784,5825.932906764625,-0.1326928254938699,0.22954078575415063,8.0,1.0,0
68,NO,synthetic-market-68,0.13703368453857104,0.02440427876533597,10286.896534955267,6006.20097585334,-0.37391950206118385,0.47314809764810273,9.0,1.0,0
69,YES,synthetic-market-69,0.9210452459439392,0.004888390437381217,35660.1697275137,17712.849253093565,-0.12354841377236196,0.39119994287659005,24.0,1.0,0
70,YES,synthetic-market-70,0.243503633620292,0.007199878980581644,2284.957050436153,8659.963549137286,-1.0,0.8131153682131196,16.0,0.0,0
71,NO,synthetic-market-71,0.6545886463501563,0.022625006100994417,9545.626867492108,6438.393394521132,0.08049062968181571,0.07509922882983881,7.0,0.0,0
72,NO,synthetic-market-72,0.32037807333116325,0.007147127384357628,6855.745229062078,42987.540235861525,-0.013020794724433045,0.1691867131080757,3.0,0.0,0
73,NO,synthetic-market-73,0.8366693235345539,0.006359815594181611,1597.3700201687689,3166.5835067964485,1.0,0.7419589206048111,2.0,0.0,1
74,YES,synthetic-market-74,0.6459932645046084,0.008681529947924337,4810.701242114956,2087.8975716972514,0.34143344587594343,0.34153547804916135,7.0,0.0,0
75,YES,synthetic-market-75,0.16845423422747513,0.00608807546208844,3678.1956540072965,22720.81239718221,-0.21609910600449128,0.04071798789405204,14.0,1.0,1
76,YES,synthetic-market-76,0.8105668887870976,0.020913175868049666,380.73288174422737,20225.037479104456,0.2541304759235988,0.2819720867957346,5.0,1.0,1
77,NO,synthetic-market-77,0.9004533540304815,0.005109116522303217,9495.146353013666,33596.28573360491,-0.5515947527779751,0.8362577456439523,9.0,0.0,0
78,NO,synthetic-market-78,0.8635251093763341,0.01990750359498656,8904.105680088456,2010.5031887845971,-0.27121135826772874,0.0293253868680361,2.0,0.0,0
79,YES,synthetic-market-79,0.5627472330733495,0.009333179134807008,3032.5882039293024,33051.05931951883,-0.8404176209244006,0.7131512284449547,11.0,0.0,1
80,YES,synthetic-market-80,0.1809139583848342,0.004321232555671317,1127.3013402177205,15163.215215549404,0.6463167852909597,0.6931063963188956,12.0,1.0,1
81,YES,synthetic-market-81,0.22321714547149912,0.019145205962332143,25030.965411201745,80125.39036815928,0.2670029865939065,0.6144145164733625,20.0,0.0,0
82,NO,synthetic-market-82,0.8851151162700719,0.001,6585.326636979758,1599.1476400054062,-0.5290129247103568,0.6835742134802342,5.0,1.0,1
83,NO,synthetic-market-83,0.5470938389005373,0.012407469403093072,15038.538572678237,10761.308703895478,-0.027219411296056185,0.45663440468452543,13.0,1.0,0
84,YES,synthetic-market-84,0.21249724860402047,0.00876309646472738,23187.1604684434,5648.596321947528,0.4273956891170035,0.583523737981425,12.0,0.0,0
85,YES,synthetic-market-85,0.8456512047768229,0.004804124326289486,2771.108049996234,1025.8781958982472,0.22279886169638402,0.4621793008070149,4.0,0.0,0
86,NO,synthetic-market-86,0.6274145347002327,0.001,12008.49969439598,3199.1667990178835,0.17202466658728655,0.4645103339263153,5.0,1.0,0
87,YES,synthetic-market-87,0.5627248470264271,0.008326426214606329,3769.644899768176,35072.877727194835,-0.3860289829834469,0.1415062563732396,20.0,1.0,0
88,YES,synthetic-market-88,0.38865905251692806,0.008771779911209187,4587.986309891213,4404.363877552508,-0.28676029665695685,0.7523340848859483,20.0,1.0,0
89,YES,synthetic-market-89,0.41985975394141684,0.005419001521021412,4473.036760448595,3167.2633324652224,0.04281855698252518,0.880611989259441,5.0,0.0,0
90,NO,synthetic-market-90,0.26554029141366037,0.0023741354219118964,4907.643537389537,25052.740693577914,0.414114980713781,0.4453677874968125,3.0,1.0,1
91,NO,synthetic-market-91,0.08425155802211517,0.005897997994615254,16736.650251881456,29305.76917419844,-0.37299009927062954,0.4779655488767469,13.0,0.0,1
92,NO,synthetic-market-92,0.8385969272983438,0.00812375616119067,5631.945855865784,29226.150099153492,-0.5046300151681745,0.21412292198669192,19.0,1.0,0
93,NO,synthetic-market-93,0.47095719513268647,0.011098302947745022,4150.126012145205,2902.705792534975,0.5148134641832722,0.8982658858241293,16.0,1.0,0
94,YES,synthetic-market-94,0.5428716792923617,0.016170616688823088,3625.7231800325694,7514.491394582958,-0.4186405495985238,0.6711618396085763,16.0,0.0,0
95,NO,synthetic-market-95,0.3399469788022026,0.003954131325042296,7154.133382613958,30941.601419852464,0.4847227663589131,0.6962094016804234,22.0,0.0,1
96,YES,synthetic-market-96,0.726192427869435,0.01750808453410797,1836.5519095926556,3453.5419394464293,0.10937468788623898,0.779380845654497,4.0,0.0,0
97,NO,synthetic-market-97,0.07267718372158433,0.002358111678477703,2827.2950657165384,3059.0799436131356,0.39647129565629907,0.42352452446126293,21.0,1.0,1
98,YES,synthetic-market-98,0.3849667453086835,0.016771942914070165,4640.100761300416,23782.41141017612,0.7849710870633738,0.6305470439573572,10.0,0.0,1
99,NO,synthetic-market-99,0.07731526494570047,0.004911615253937007,2637.447458322675,61762.601243286445,0.3098985936927545,0.7915931558170084,14.0,0.0,1
100,YES,synthetic-market-100,0.16060289198450842,0.00477925451759522,4314.239023016381,1812.2108318516089,0.34921435228541287,0.7175047696599698,10.0,0.0,1
101,NO,synthetic-market-101,0.9204334118576308,0.00913512464020739,2510.2696353264682,276.7628660148694,-0.41302580622149393,0.523728473934308,1.0,0.0,0
102,NO,synthetic-market-102,0.6419846570346629,0.001,44549.38182995516,1229.7775994531619,-0.3128335565581195,0.4268609100356109,11.0,0.0,0
103,NO,synthetic-market-103,0.43539822175053317,0.015897932269892216,21204.45997498398,2172.886652208285,0.289775935488623,0.2713751057195608,19.0,0.0,0
104,NO,synthetic-market-104,0.5213660971194323,0.004874254127095249,8062.245376297283,6775.173755474974,0.6904173714128995,0.46903659240711065,17.0,0.0,0
105,NO,synthetic-market-105,0.8355282877082969,0.002080738448786525,4633.276805142308,18044.640054590873,0.6264459326463551,0.4729346375839221,16.0,0.0,1
106,YES,synthetic-market-106,0.35978960029642354,0.007893620577482226,54712.122352648075,6697.894193489466,1.0,0.0608609824508269,1.0,0.0,0
107,YES,synthetic-market-107,0.5812618840607432,0.01921132947606696,7011.088168604906,3260.248273434598,0.13990084768667466,0.5922217576345762,21.0,0.0,0
108,YES,synthetic-market-108,0.6653159360055892,0.015358207210347027,4466.989368517523,9891.000593981125,0.0912526910808171,0.11977766286744528,4.0,0.0,0
109,NO,synthetic-market-109,0.36987239932116084,0.0010416746317814993,6859.837377260948,2320.5667435807077,0.45279083452283264,0.3939579737820474,1.0,0.0,1
110,YES,synthetic-market-110,0.517188637846391,0.001,6881.125633417071,7623.5967801475235,0.008511167821897567,0.03646814423718084,17.0,0.0,0
111,YES,synthetic-market-111,0.7387226449506703,0.009141608889944523,23187.056144075523,3519.1015674258656,-0.028110763269559597,0.609503999920615,20.0,0.0,0
112,YES,synthetic-market-112,0.8682613825914951,0.003088186250392141,4813.303079168661,264195.8975317636,-0.4713142058831977,0.5231231533571911,3.0,0.0,1
113,YES,synthetic-market-113,0.18595605026913392,0.007292965111505012,49476.708697720205,23431.183025023285,0.44604906438664416,0.6859407733949199,14.0,1.0,0
114,NO,synthetic-market-114,0.8900774530766856,0.014365615889463348,1862.6893583492165,2736.626530829437,-0.4823989971286141,0.44833031274383484,21.0,1.0,1
115,NO,synthetic-market-115,0.054660979233888934,0.002286143517922576,10545.507708605755,2217.16698667491,0.2305170413138585,0.3876685244149847,14.0,1.0,1
116,NO,synthetic-market-116,0.7276797532379785,0.009777361366515313,1632.7002947926565,4584.188243824151,-0.6386284093303043,0.41094700508988585,9.0,0.0,1
117,NO,synthetic-market-117,0.7794741472855206,0.0023348790597999864,36272.35109793971,954.9532107497878,0.4933514758803599,0.5450887423608575,3.0,1.0,1
118,NO,synthetic-market-118,0.17308764638832336,0.0013486280164567116,3416.5208509517606,3134.9145634516913,-0.46296352047043726,0.681545929997933,1.0,1.0,0
119,YES,synthetic-market-119,0.4270132858218666,0.006764177637911145,4610.039945895209,3103.5588489310517,0.37956698050654325,0.542793661921064,24.0,1.0,1
120,NO,synthetic-market-120,0.783730650195541,0.01750782943632034,13584.172360069746,25568.167407822784,-0.7152009609528811,0.9312470517690428,19.0,1.0,0
121,YES,synthetic-market-121,0.06284407071614954,0.007715939696795248,19552.81905942372,4653.707947833528,-0.19791721894671804,0.4895355541450029,9.0,0.0,0
122,NO,synthetic-market-122,0.6156157530796617,0.01360031410841313,1446.5482492991948,2899.491003632309,0.5302554314867814,0.6755486124014312,6.0,0.0,1
123,YES,synthetic-market-123,0.7637212922882306,0.006354163038909126,3358.4173298184223,1418.5555436979876,-0.3624055288260723,0.43516137470061683,23.0,0.0,1
124,YES,synthetic-market-124,0.5117032245399876,0.0017698326908209844,1059.5339280767305,1755.255810183756,0.030235954911926623,0.8422695076339576,24.0,0.0,0
125,NO,synthetic-market-125,0.7032644784959784,0.0035700211017661455,5716.063604934186,7433.388832474358,-0.21529394829932705,0.38446220287658817,18.0,0.0,1
126,NO,synthetic-market-126,0.25378113442742967,0.04396402039467346,4396.175385527772,6126.21366956035,-1.0,0.2747324734893734,23.0,0.0,0
127,YES,synthetic-market-127,0.22866903319340554,0.0018009978757393505,3348.181276860341,35402.124660752845,0.1386265854905569,0.25357644850381156,17.0,1.0,1
128,NO,synthetic-market-128,0.3768142554953164,0.007541133327625139,2314.832309068803,3576.4651602133763,0.19451632480192713,0.45951926442076924,22.0,1.0,1
129,NO,synthetic-market-129,0.21146542481043185,0.0040089953045015616,3214.7436239251797,32110.53898435065,-0.49849750916290203,0.6037513261838311,21.0,1.0,1
130,NO,synthetic-market-130,0.36145529520123054,0.011617751302128908,2162.380824860881,11319.296530058959,0.2581588335103056,0.20517553247139667,22.0,0.0,0
131,NO,synthetic-market-131,0.9033116552697332,0.004638050061410679,8794.290879445902,8054.398402608762,-0.35806279681140635,0.25808126067355286,13.0,1.0,0
132,YES,synthetic-market-132,0.5659994458500088,0.0017608240300963469,26044.061400584113,595.3827403311018,-0.4515285920880541,0.8285340014475242,2.0,1.0,0
133,YES,synthetic-market-133,0.3560612606787558,0.012845967588598722,587.6922817604146,1514.6268129444175,0.0030840975370264355,0.5529185288029164,19.0,0.0,1
134,YES,synthetic-market-134,0.2943721578279067,0.001,4326.16060922855,21244.589117453586,-0.30663672483543974,0.7959177942569952,1.0,0.0,0
135,NO,synthetic-market-135,0.9068355416367699,0.011632766999198482,3102.6474697281847,49869.54730754505,1.0,0.40336501191993857,18.0,0.0,1
136,YES,synthetic-market-136,0.4500303886824019,0.030094420304779917,8447.32791572807,10597.60643651231,-0.6997147342210808,0.5510699664444961,10.0,0.0,1
137,YES,synthetic-market-137,0.9323552757925304,0.001,1725.1275709793551,21835.350311212613,0.3322980055039626,0.4202587621845818,8.0,0.0,1
138,NO,synthetic-market-138,0.5139704021956438,0.0036158862880292064,4183.571498727326,4769.3304898215965,0.44500828820788296,0.7442483367360642,11.0,0.0,0
139,NO,synthetic-market-139,0.5190495161236015,0.001474952515299209,1566.2642420752522,5000.25302095384,-0.8906720063059607,0.5225384511084056,21.0,1.0,0
140,YES,synthetic-market-140,0.8568864713444007,0.0011286590745935845,10576.265098468133,3422.5754051671775,-0.7796178589545739,0.8051581998980859,10.0,1.0,0
141,YES,synthetic-market-141,0.7184906763935356,0.01611178858996883,5481.872907286266,28770.573799290803,0.25307590192988305,0.21637504436755536,13.0,0.0,1
142,NO,synthetic-market-142,0.5725875774675403,0.0077985563649362955,4114.93360405987,12652.835264153575,-0.21668029546002313,0.6312076511414536,15.0,1.0,1
143,YES,synthetic-market-143,0.4339845534526325,0.003881742600135147,7385.003891496515,5976.437231060451,0.17260328363797445,0.5100970321616597,16.0,0.0,0
144,NO,synthetic-market-144,0.8403690734764524,0.001,3747.590446738676,5287.44994086375,0.5127511810549071,0.20572550964749778,19.0,1.0,0
145,YES,synthetic-market-145,0.42048153491619955,0.010277674767369929,889.6222360337666,16704.898226203513,-0.16746669240115897,0.6857386733895462,15.0,0.0,1
146,NO,synthetic-market-146,0.8804836185516206,0.019634829654144526,9464.50203373502,12333.20142678138,-0.4787845608958584,0.6637840461622727,19.0,0.0,0
147,YES,synthetic-market-147,0.11184381690967538,0.004175380527470085,6748.64611034454,2747.221853939273,-1.0,0.5512524517810972,15.0,0.0,0
148,YES,synthetic-market-148,0.4369971757110467,0.0038901852153495845,4148.542879931946,75416.52094587535,0.09206986540304798,0.4725356998819967,23.0,0.0,0
149,NO,synthetic-market-149,0.517563337890073,0.005858611557153133,14521.962297404018,11317.863491162547,-0.4178770377384935,0.830303420724031,17.0,0.0,0
150,YES,synthetic-market-150,0.9058443760236647,0.004024199942509239,18776.1946563113,8214.226225214135,0.14102338089389843,0.6979094911632834,17.0,1.0,1
151,YES,synthetic-market-151,0.2758993219982823,0.006254826174259525,1478.0650348469771,55296.858421082376,0.10423006829055917,0.5401981471033238,7.0,0.0,1
152,YES,synthetic-market-152,0.7754352325358979,0.013570552194272669,2081.442247879464,30675.577533574764,-0.6230105083555868,0.8354433041469432,22.0,1.0,1
153,YES,synthetic-market-153,0.658824079998734,0.005908258410225007,26957.41305110724,7227.4610435618,0.775744148132555,0.5116443928410056,14.0,0.0,0
154,YES,synthetic-market-154,0.6953773138530106,0.004494247371423361,23405.7513012365,16265.160969749462,0.48746623295926905,0.7858089064294606,3.0,1.0,1
155,YES,synthetic-market-155,0.6166599645561831,0.0035823323220974977,2181.4990532109427,2016.3176385036802,0.3817221212493151,0.20952766447996352,4.0,0.0,0
156,YES,synthetic-market-156,0.9244046376154219,0.0011435949879939453,1341.0644490136583,3522.4223506366616,-0.5330128121858664,0.6058465032105901,1.0,1.0,1
157,NO,synthetic-market-157,0.3494133132901924,0.009419201642787818,2437.3720054055557,429.04813651600455,-0.18334362760458875,0.2840007916333501,18.0,0.0,0
158,NO,synthetic-market-158,0.40844800371143347,0.010217981647192252,2841.4562178331466,39595.75248303501,-0.24611828543607084,0.2237791243666606,11.0,0.0,0
159,YES,synthetic-market-159,0.23262057699216457,0.0012964882230838228,860.5120206433872,686.8150940318003,-0.18664221834999534,0.23372100403292764,19.0,0.0,1
160,YES,synthetic-market-160,0.09563364974504346,0.0045051878761723195,5086.188348453663,19646.565221507783,-0.5058484814033367,0.21831268436593917,22.0,0.0,0
161,YES,synthetic-market-161,0.24161737547780526,0.011718065287116896,1202.0734254379336,2752.1013954207524,0.1955911535230952,0.6450490746339446,23.0,0.0,0
162,NO,synthetic-market-162,0.8739179574115173,0.004776766365373669,1297.9889510690214,2269.550542193036,0.10315508706042857,0.5548240349027633,10.0,1.0,1
163,YES,synthetic-market-163,0.8061519354425506,0.003522010468035062,13463.223534957708,6288.386899259242,0.16441748303544187,0.13733704062892868,14.0,0.0,0
164,NO,synthetic-market-164,0.15116516734332108,0.008168436280905989,2318.0736511497144,11456.766941594802,-0.22767740029245678,0.5345741405152927,3.0,1.0,0
165,NO,synthetic-market-165,0.5934011227851788,0.014192214894787477,4543.176425900132,17957.056257905624,0.5809582170961965,0.8178546425701905,2.0,0.0,1
166,NO,synthetic-market-166,0.4812768454006623,0.007161668443077261,9818.326715342871,81074.29135224024,0.08448365947062844,0.6459199320981693,4.0,1.0,1
167,YES,synthetic-market-167,0.5852163834394507,0.014328853424056575,12022.635928939088,12915.691869569218,-1.0,0.40278722728007155,2.0,0.0,0
168,YES,synthetic-market-168,0.6433475059481568,0.006995871119851336,3392.3489238687416,25477.57600659687,-0.28805121660062216,0.4372319606103354,6.0,0.0,0
169,YES,synthetic-market-169,0.3259935417999847,0.016662543623537113,5159.160887344494,3721.805902753163,-0.02565087120595459,0.3620681609171786,19.0,0.0,0
170,NO,synthetic-market-170,0.9152157602628112,0.006075231787021868,1982.3799794289637,20492.9807964887,0.43439664645969955,0.46999268150558415,21.0,0.0,1
171,NO,synthetic-market-171,0.4692560315550124,0.010188539457164128,33594.500807227654,9889.702852712884,-0.1353235218605708,0.5621312037121294,11.0,0.0,1
172,NO,synthetic-market-172,0.6152907693784161,0.004968327052570522,10046.150442281738,4437.56257407474,-0.11253850632340054,0.26437885184667076,9.0,1.0,0
173,NO,synthetic-market-173,0.6217035655097418,0.004200217102528553,1460.3570536262293,7152.569126230533,-0.2982673178173782,0.7182004113485728,23.0,0.0,0
174,NO,synthetic-market-174,0.21550045685872204,0.0029705861126987183,4936.756253901358,7475.067041483562,0.29949899908359445,0.7236227172850617,21.0,0.0,1
175,YES,synthetic-market-175,0.10567887634073672,0.008793590555728759,10774.169722595743,10388.503367959243,-0.20141424164632857,0.6582118673650609,9.0,0.0,1
176,NO,synthetic-market-176,0.4203651411481774,0.0028187924062469416,8327.778918942287,13654.283113497564,-0.27155260852034496,0.49973795193750403,23.0,1.0,1
177,YES,synthetic-market-177,0.7376270795946217,0.001,36757.116415163364,4181.571944303166,-0.33397016546340647,0.5343747407315236,18.0,0.0,1
178,YES,synthetic-market-178,0.7836996094625944,0.017948019987582022,22237.848965322013,3093.3023537122217,0.2504616635421464,0.35728968353437124,19.0,0.0,0
179,YES,synthetic-market-179,0.7069903241018584,0.001,2715.585590965055,21412.134230649128,-0.2398385968158946,0.907876193985554,20.0,1.0,1
180,NO,synthetic-market-180,0.1518844572727007,0.010277658224020008,4455.530664811316,892.908120457458,-0.7541538496028825,0.15754073427430867,23.0,0.0,0
181,NO,synthetic-market-181,0.8720193753779408,0.0012882680347177085,1200.273189432265,3627.617421051084,0.2801955407306023,0.8962083747115748,20.0,0.0,1
182,NO,synthetic-market-182,0.7718329201975553,0.003460779324364791,6466.551721363101,60986.19919798787,-0.31560127855980386,0.6559085804872413,7.0,0.0,1
